2014-01-01 00:05:00;;;1;0;9511,4;15;;
2014-01-01 00:05:00;;;2;0;18999,1666666667;15;;
2014-01-01 00:05:00;;;3;0;28500;15;;
2014-01-01 00:05:00;;;4;0;37990;15;;
2014-01-01 00:10:00;;;1;0;9511,4;15;;
2014-01-01 00:10:00;;;2;0;18998,3333333333;15;;
2014-01-01 00:10:00;;;3;0;28500;15;;
2014-01-01 00:10:00;;;4;0;37990;15;;
2014-01-01 00:15:00;;;1;0;9511,4;15;;
2014-01-01 00:15:00;;;2;0;18997,5;15;;
2014-01-01 00:15:00;;;3;0;28500;15;;
2014-01-01 00:15:00;;;4;0;37990;15;;
2014-01-01 00:20:00;;;1;0;9511,4;15;;
2014-01-01 00:20:00;;;2;0;18996,6666666666;15;;
2014-01-01 00:20:00;;;3;0;28500;15;;
2014-01-01 00:20:00;;;4;0;37990;15;;
2014-01-01 00:25:00;;;1;0;9511,4;15;;
2014-01-01 00:25:00;;;2;0;18985,8333333333;15;;
2014-01-01 00:25:00;;;3;0;28500;15;;
2014-01-01 00:25:00;;;4;0;37990;15;;
2014-01-01 00:30:00;;;1;0;9511,4;15;;
2014-01-01 00:30:00;;;2;0;18985;15;;
2014-01-01 00:30:00;;;3;0;28500;15;;
2014-01-01 00:30:00;;;4;0;37990;15;;
2014-01-01 00:35:00;;;1;0;9511,4;15;;
2014-01-01 00:35:00;;;2;0;18964,1666666666;15;;
2014-01-01 00:35:00;;;3;0;28500;15;;
2014-01-01 00:35:00;;;4;0;37990;15;;
2014-01-01 00:40:00;;;1;0;9511,4;15;;
2014-01-01 00:40:00;;;2;0;18963,3333333333;15;;
2014-01-01 00:40:00;;;3;0;28500;15;;
2014-01-01 00:40:00;;;4;0;37990;15;;
2014-01-01 00:45:00;;;1;0;9511,4;15;;
2014-01-01 00:45:00;;;2;0;18962,4999999999;15;;
2014-01-01 00:45:00;;;3;0;28500;15;;
2014-01-01 00:45:00;;;4;0;37990;15;;
2014-01-01 00:50:00;;;1;0;9511,4;15;;
2014-01-01 00:50:00;;;2;0;18961,6666666666;15;;
2014-01-01 00:50:00;;;3;0;28500;15;;
2014-01-01 00:50:00;;;4;0;37990;15;;
2014-01-01 00:55:00;;;1;0;9511,4;15;;
2014-01-01 00:55:00;;;2;0;18960,8333333333;15;;
2014-01-01 00:55:00;;;3;0;28500;15;;
2014-01-01 00:55:00;;;4;0;37990;15;;
2014-01-01 01:00:00;;;1;0;9511,4;15;;
2014-01-01 01:00:00;;;2;0;18959,9999999999;15;;
2014-01-01 01:00:00;;;3;0;28500;15;;
2014-01-01 01:00:00;;;4;0;37990;15;;
2014-01-01 01:05:00;;;1;0;9511,4;15;;
2014-01-01 01:05:00;;;2;0;18946,3089645186;15;;
2014-01-01 01:05:00;;;3;0;28500;15;;
2014-01-01 01:05:00;;;4;0;37990;15;;
2014-01-01 01:10:00;;;1;0;9511,4;15;;
2014-01-01 01:10:00;;;2;0;18945,4756311853;15;;
2014-01-01 01:10:00;;;3;0;28500;15;;
2014-01-01 01:10:00;;;4;0;37990;15;;
2014-01-01 01:15:00;;;1;0;9511,4;15;;
2014-01-01 01:15:00;;;2;0;18944,6422978519;15;;
2014-01-01 01:15:00;;;3;0;28500;15;;
2014-01-01 01:15:00;;;4;0;37990;15;;
2014-01-01 01:20:00;;;1;0;9511,4;15;;
2014-01-01 01:20:00;;;2;0;18943,8089645186;15;;
2014-01-01 01:20:00;;;3;0;28500;15;;
2014-01-01 01:20:00;;;4;0;37990;15;;
2014-01-01 01:25:00;;;1;0;9511,4;15;;
2014-01-01 01:25:00;;;2;0;18942,9756311852;15;;
2014-01-01 01:25:00;;;3;0;28500;15;;
2014-01-01 01:25:00;;;4;0;37990;15;;
2014-01-01 01:30:00;;;1;0;9511,4;15;;
