2014-01-02 11:03:00;1;7380,77488982639;333,333333333333
2014-01-03 14:18:00;1;8440,11330656881;333,333333333333
2014-01-03 18:35:00;2;14929,3169802379;333,333333333333
2014-01-04 15:36:00;1;6856,19616358066;333,333333333333
2014-01-04 23:25:00;3;24668,6125247157;333,333333333333
2014-01-05 16:08:00;1;7471,87365003768;333,333333333333
2014-01-05 17:20:00;4;28919,4198501665;333,333333333333
2014-01-06 05:24:00;2;14098,439468287;333,333333333333
2014-01-06 16:27:00;1;7581,71794475901;333,333333333333
2014-01-07 18:38:00;1;7584,3606821663;333,333333333333
