2014-01-02 10:06:00;1;0;333,333333333333
2014-01-02 10:07:00;1;333,333333333333;333,333333333333
2014-01-02 10:08:00;1;666,666666666667;333,333333333333
2014-01-02 10:09:00;1;1000;333,333333333333
2014-01-02 10:10:00;1;1333,33333333333;333,333333333333
2014-01-02 10:11:00;1;1666,66666666667;333,333333333333
2014-01-02 10:12:00;1;2000;333,333333333333
2014-01-02 10:13:00;1;2333,33333333333;333,333333333333
2014-01-02 10:14:00;1;2666,66666666667;333,333333333333
2014-01-02 10:15:00;1;3000;333,333333333333
2014-01-02 10:16:00;1;3333,33333333333;333,333333333333
2014-01-02 10:17:00;1;3666,66666666667;333,333333333333
2014-01-02 10:18:00;1;4000;333,333333333333
2014-01-02 10:19:00;1;4333,33333333333;333,333333333333
2014-01-02 10:20:00;1;4666,66666666667;333,333333333333
2014-01-02 10:21:00;1;5000;333,333333333333
2014-01-02 10:22:00;1;5333,33333333333;333,333333333333
2014-01-02 10:23:00;1;5666,66666666667;333,333333333333
2014-01-02 10:24:00;1;6000;333,333333333333
2014-01-02 10:25:00;1;6333,33333333333;333,333333333333
2014-01-02 10:26:00;1;6666,66666666667;333,333333333333
2014-01-02 10:27:00;1;7000;333,333333333333
2014-01-02 10:28:00;1;7210,31702411693;333,333333333333
2014-01-03 14:21:00;2;0;333,333333333333
2014-01-03 14:22:00;2;333,333333333333;333,333333333333
2014-01-03 14:23:00;2;666,666666666667;333,333333333333
2014-01-03 14:24:00;2;1000;333,333333333333
2014-01-03 14:25:00;2;1333,33333333333;333,333333333333
2014-01-03 14:26:00;2;1666,66666666667;333,333333333333
2014-01-03 14:27:00;2;2000;333,333333333333
2014-01-03 14:28:00;2;2333,33333333333;333,333333333333
2014-01-03 14:29:00;2;2666,66666666667;333,333333333333
2014-01-03 14:30:00;2;3000;333,333333333333
2014-01-03 14:31:00;2;3333,33333333333;333,333333333333
2014-01-03 14:32:00;2;3666,66666666667;333,333333333333
2014-01-03 14:33:00;2;4000;333,333333333333
2014-01-03 14:34:00;2;4333,33333333333;333,333333333333
2014-01-03 14:35:00;2;4666,66666666667;333,333333333333
2014-01-03 14:36:00;2;5000;333,333333333333
2014-01-03 14:37:00;2;5333,33333333333;333,333333333333
2014-01-03 14:38:00;2;5666,66666666667;333,333333333333
2014-01-03 14:39:00;2;6000;333,333333333333
2014-01-03 14:40:00;2;6333,33333333333;333,333333333333
2014-01-03 14:41:00;2;6666,66666666667;333,333333333333
