2014-01-01 00:05:00;;;1;0;9511,4;15;;
2014-01-01 00:05:00;;;2;0;19000;15;;
2014-01-01 00:05:00;;;3;0;28500;15;;
2014-01-01 00:05:00;;;4;0;38000;15;;
2014-01-01 00:10:00;;;1;0;9511,4;15;;
2014-01-01 00:10:00;;;2;0;19000;15;;
2014-01-01 00:10:00;;;3;0;28500;15;;
2014-01-01 00:10:00;;;4;0;38000;15;;
2014-01-01 00:15:00;;;1;0;9511,4;15;;
2014-01-01 00:15:00;;;2;0;19000;15;;
2014-01-01 00:15:00;;;3;0;28500;15;;
2014-01-01 00:15:00;;;4;0;38000;15;;
2014-01-01 00:20:00;;;1;0;9511,4;15;;
2014-01-01 00:20:00;;;2;0;19000;15;;
2014-01-01 00:20:00;;;3;0;28500;15;;
2014-01-01 00:20:00;;;4;0;38000;15;;
2014-01-01 00:25:00;;;1;0;9511,4;15;;
2014-01-01 00:25:00;;;2;0;19000;15;;
2014-01-01 00:25:00;;;3;0;28500;15;;
2014-01-01 00:25:00;;;4;0;38000;15;;
2014-01-01 00:30:00;;;1;0;9511,4;15;;
2014-01-01 00:30:00;;;2;0;19000;15;;
2014-01-01 00:30:00;;;3;0;28500;15;;
2014-01-01 00:30:00;;;4;0;38000;15;;
2014-01-01 00:35:00;;;1;0;9511,4;15;;
2014-01-01 00:35:00;;;2;0;19000;15;;
2014-01-01 00:35:00;;;3;0;28500;15;;
2014-01-01 00:35:00;;;4;0;38000;15;;
2014-01-01 00:40:00;;;1;0;9511,4;15;;
2014-01-01 00:40:00;;;2;0;19000;15;;
2014-01-01 00:40:00;;;3;0;28500;15;;
2014-01-01 00:40:00;;;4;0;38000;15;;
2014-01-01 00:45:00;;;1;0;9511,4;15;;
2014-01-01 00:45:00;;;2;0;19000;15;;
2014-01-01 00:45:00;;;3;0;28500;15;;
2014-01-01 00:45:00;;;4;0;38000;15;;
2014-01-01 00:50:00;;;1;0;9511,4;15;;
2014-01-01 00:50:00;;;2;0;19000;15;;
2014-01-01 00:50:00;;;3;0;28500;15;;
2014-01-01 00:50:00;;;4;0;38000;15;;
2014-01-01 00:55:00;;;1;0;9511,4;15;;
